id,job_title,title,company,location,created,description,salary_min,salary_max,contract_type,contract_time,apply_link
65,Software Engineer,FX Pricing Software Engineer,Barclays Bank PLC,"Fenchurch St, Central London",2025-02-24T03:47:29Z,"Join us as a Software Engineer at Barclays where you'll develop features for the electronic FX business that requires a high degree of problem-solving skills and technical ability. You will be directly communicating with traders, quants and other technology teams in this role. You will have the opportunity to develop your C++ skills on the job, while also gaining domain knowledge about FX pricing mechanics, even if you don’t have prior experience in either area. To be successful as a Software E…",31564.1,31564.1,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5061693033?se=TIB9iRT07xGvpGD6D6qL_Q&utm_medium=api&utm_source=aa0fe70e&v=F3D4A5DA4C71AD1EDC652C15498A0E62137D609D
66,Software Engineer,Software Engineer (BMS),HP4 Recruitment Ltd,"South East London, London",2025-02-11T18:03:44Z,"Junior Software Engineer (BMS) Overview My client, a leading provider of innovative Building and Energy Management Systems (BEMS), is seeking a Junior Software Engineer to join their BMS team. This is an excellent opportunity for an aspiring software engineer to develop their skills and progress within the BMS field while working on a range of large-scale projects in the London area. The Role As a Junior BMS Software Engineer, you will support the development and commissioning of BMS software, …",30000.0,30000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5046317916?se=TIB9iRT07xGvpGD6D6qL_Q&utm_medium=api&utm_source=aa0fe70e&v=0DABA2509597881E3C95F525A2CE266F8D5C0EB4
67,Software Engineer,Java Software Engineer,Spectrum It Recruitment Limited,"South East London, London",2025-02-24T13:57:05Z,"An exciting opportunity has arisen for a Java Software Engineer to join a highly reputable company whose software products are used by 1000's of customers across the UK. The company is committed to internal training and career progression, as well as fostering diversity and inclusion within their technology teams. The role offers a hybrid working structure (two days per week in the office on average) and their modern offices are easily accessible via London and surrounding areas. Responsibiliti…",55000.0,55000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5062109243?se=TIB9iRT07xGvpGD6D6qL_Q&utm_medium=api&utm_source=aa0fe70e&v=C801392E077DA7E4702DA66FBA2E3D5B2CDA4F96
68,Software Engineer,Staff Software Engineer,Claremont Consulting,"South East London, London",2025-02-25T18:01:26Z,"Senior Staff Engineer - C# .NET - Node Are you a hands-on engineer with a strategic mindset? My client who are market leaders within data and tech are looking for a Staff Engineer to drive their long-term architectural vision and ensure they are building the right solutions across multiple workstreams. You will play a key role in our architectural vision, multi-stream coordination and hands-on contribution. We're looking for Staff Engineers with: Strong foundation in engineering with proven exp…",100000.0,100000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5063350516?se=TIB9iRT07xGvpGD6D6qL_Q&utm_medium=api&utm_source=aa0fe70e&v=25D0EBEE65F738CE8F5AEF24122117A49D11674A
69,Software Engineer,Lead Software Engineer,Northrop Grumman,"London, UK",2025-02-04T21:25:42Z,"Salary: £61,300.00 - £91,900.00 Define Possible at Northrop Grumman UK At Northrop Grumman UK, our mission is to solve the most complex challenges by shaping the technology and solutions of tomorrow. We call it Defining Possible. This mind-set goes beyond our customer solutions; it's the foundation for your career development and the impact we have within the community. So, what's your possible? Opportunity: This is more than just a job; it's a mission. As a Lead Engineer you play a pivotal rol…",90000.0,90000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5037684138?se=TIB9iRT07xGvpGD6D6qL_Q&utm_medium=api&utm_source=aa0fe70e&v=9A281922BC49A725DA525F903A8F7C58CC3AEDCE
70,Software Engineer,Software Engineer,BAE,"London, UK",2025-01-09T08:48:42Z,"Location(s): London BAE Systems Digital Intelligence is home to 4,500 digital, cyber and intelligence experts. We work collaboratively across 10 countries to collect, connect and understand complex data, so that governments, nation states, armed forces and commercial businesses can unlock digital advantage in the most demanding environments. Are you passionate about working with cutting-edge technology and self-motivated to find innovative solutions to complex challenges as part of a team who h…",48007.06,48007.06,Unknown,part_time,https://www.adzuna.co.uk/jobs/land/ad/5003183557?se=TIB9iRT07xGvpGD6D6qL_Q&utm_medium=api&utm_source=aa0fe70e&v=139232ED35035CA8AA26237447D54AF5A0CD3A66
71,Machine Learning Engineer,ML (Machine Learning) Engineer,BAE,"London, UK",2024-12-14T07:54:47Z,"Location(s): UK, Europe & Africa : UK : London BAE Systems Digital Intelligence is home to 4,500 digital, cyber and intelligence experts. We work collaboratively across 10 countries to collect, connect and understand complex data, so that governments, nation states, armed forces and commercial businesses can unlock digital advantage in the most demanding environments. Job Title: Machine Learning Engineer Requisition ID: 121364 Location: London - We offer a range of hybrid and flexible working a…",58803.83,58803.83,Unknown,part_time,https://www.adzuna.co.uk/jobs/land/ad/4977636465?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=396CE87CE16F1A0E8B2DCE1E699835B56DC05CA9
72,Machine Learning Engineer,Machine Learning Engineer,Oho Group Ltd,"London, UK",2025-02-05T03:51:21Z,"Machine Learning Engineer (Computer Vision) – Stealth-Mode Startup An ambitious, well-funded stealth startup is building cutting-edge AI-driven products designed to reshape an industry. Founded by a team of seasoned entrepreneurs and engineers with a proven track record of success, this company is in its earliest stages - offering a rare opportunity to shape its technical direction from the ground up. They are looking for a Machine Learning Engineer (Computer Vision) to join their growing R&D t…",67703.45,67703.45,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5037997250?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=DF3460C26A96F7BED61705F8DF59DB5C03C2BA8C
73,Machine Learning Engineer,Machine Learning Engineer,Understanding Recruitment,"London, UK",2025-02-02T07:47:18Z,"We're hiring an Machine Learning Engineer (MLOps) to help build a scalable, privacy-first platform that's transforming mental health assessment  Location: London (hybrid, ideally 1 day per week in-office). What you’ll do: Design and implement a robust, scalable data infrastructure for AI/ML models. Collaborate with engineers, researchers, and product teams to create clinician-focused tools. Own and enhance existing engineering processes while ensuring scalability, security, and privacy. What we…",45715.91,45715.91,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5034206586?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=60CDA3A28BE00B9C75C1F2BBFF736CB8562335FB
74,Machine Learning Engineer,Machine Learning Engineer,Harnham,"London, UK",2025-01-31T06:23:40Z,"Machine Learning Engineer – Transforming the Future of 3D  London (5 days in office)  Up to £100,000  Benefits Are you ready to shape the future of 3D technology? This cutting-edge startup is revolutionizing how the digital world looks and feels, driving innovation in gaming, film, and beyond. Their proprietary dataset and pioneering approach are redefining the creation of ultra-realistic 3D models. In this role, you’ll be at the forefront of innovation, working on projects like: Developing Neu…",44592.81,44592.81,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5030597688?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=FA5B1CBC3A37D7BDF6399C00D4A7866250D048D1
75,Machine Learning Engineer,Machine Learning Engineer,be amazed media ltd,"London, UK",2025-01-26T04:44:36Z,"Do you want to influence the lives of millions of people every day? Do you want to be part of a growing digital publishing company that will become one of the largest disseminators of knowledge in the world? If you answered yes to those questions, you may be the person we're searching for. We create original infotainment content published online to multiple digital assets in multiple languages. In a few years, we've accrued 9 billion views and 25 million subscribers. We're perfectly positioned …",46570.57,46570.57,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5024431980?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=25BA3E15B957C31D48204A3B4EF86675E79A425E
76,Machine Learning Engineer,Machine Learning Engineer,Harnham,"London, UK",2025-01-30T06:07:26Z,"Machine Learning Engineer Up to £100,000  Benefits London (Fully Onsite) About the Role This deep tech startup is revolutionizing the 3D digital world with innovative solutions that enable creators to produce ultra-realistic content faster and at scale. Their technology captures real-world objects and predicts material properties to create production-ready digital replicas. Key Responsibilities Research and develop cutting-edge approaches in generative 3D models, neural rendering, and inverse r…",41764.86,41764.86,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5029153784?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=23A0418F6841428AB6486C208B35DEE8B20E2D58
77,Machine Learning Engineer,Machine Learning Engineer,Harnham,"London, UK",2025-01-30T06:10:20Z,"Machine Learning Engineer Up to £100,000  Benefits London (Fully Onsite) About the Role This deep tech startup is revolutionizing the 3D digital world with innovative solutions that enable creators to produce ultra-realistic content faster and at scale. Their technology captures real-world objects and predicts material properties to create production-ready digital replicas. Key Responsibilities: Research and develop innovative methods for converting images of objects into material properties li…",40403.02,40403.02,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5029160434?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=FAA2FA624A90B50F716EF41AD37BE3AF28C957FF
78,Machine Learning Engineer,Machine Learning Engineer,Definely,"London, UK",2025-02-14T07:31:12Z,"About the role We are looking for a Senior Machine Learning Engineer to join our AI team and help us build cutting-edge legal solutions for some of the world’s largest law firms. In this role, you will leverage your deep expertise in machine learning, natural language processing, and large language model (LLM) agents to push the boundaries of legal technology. You’ll be collaborating closely with data scientists, software engineers, and product managers to integrate advanced NLP techniques into…",45658.92,45658.92,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5049340692?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=F4BE58038FDB90C5260B8494C0803598F6DD5140
79,Machine Learning Engineer,Machine Learning Engineer,Harnham,"London, UK",2025-02-22T05:58:30Z,"Machine Learning Generalist Up to £100,000 London (Flexible Working) Company: Join a cutting-edge AI startup is on a mission to revolutionise how designers create personalised content—whether for advertising, marketing campaigns, or digital experiences. With the product set to launch in the hands of users in just a few weeks, now is the time to join and make an impact. Responsibilities: Research, develop, and implement cutting-edge AI models for analysing 2D and 3D design data. Build scalable, …",57801.52,57801.52,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5060186443?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=A87850724DB575562537D72C0EA1253437B8B1B5
80,Machine Learning Engineer,Machine Learning Engineer,Harnham,"London, UK",2024-09-22T08:22:30Z,"MACHINE LEARNING SCIENTIST - Simulations and Optimisation £60,000 - £80,000 HYBRID - London COMPANY: We are working with an exciting AI startup who focus on using digital twin technology to help predict and capture future demand and maximise resources amongst transport networks ROLE: Focus on technical work around simulation and optimisation. Building real time pictures/data sets and issuing recommendations based on findings Work on a simulator to reproduce what is happening on real time Predic…",66437.77,66437.77,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/4872541012?se=xgY1ixT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=B71F973512D305B48DDE7A8538D134BF89B85611
81,AI Researcher,"Director, AI research",Writer,"London, UK",2024-11-28T11:39:46Z,"✍ About Writer Writer is the full-stack generative AI platform delivering transformative ROI for the world’s leading enterprises. Named one of the top 50 companies in AI by Forbes and one of the best places to work by Inc. Magazine, Writer empowers hundreds of customers like Accenture, Intuit, L’Oreal, Mars, Salesforce, and Vanguard to transform the way they work. Writer’s fully integrated solution makes it easy to deploy secure and reliable AI applications and agents that solve mission-critica…",83544.41,83544.41,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/4954229145?utm_medium=api&utm_source=aa0fe70e
82,AI Researcher,AI Research Scientist,Autodesk,"London, UK",2024-12-13T10:23:43Z,"Job Requisition ID  24WD84345 Position Overview The work we do at Autodesk touches nearly every person on the planet. By creating software tools for making buildings, machines, and even the latest movies, we influence and empower some of the most creative people in the world to solve problems that matter. As an AI Research Scientist in the Autodesk Research AI Lab, you will be doing fundamental and applied research that will help our customers imagine, design, and make a better world. As a memb…",52514.97,52514.97,Unknown,Unknown,https://www.adzuna.co.uk/jobs/details/4976621487?utm_medium=api&utm_source=aa0fe70e
83,AI Researcher,AI Research Intern,Helsing,"London, UK",2025-01-18T10:49:24Z,"Who we areHelsing is a defence AI company. Our mission is to protect our democracies. We aim to achieve technological leadership, so that open societies can continue to make sovereign decisions and control their ethical standards.As democracies, we believe we have a special responsibility to be thoughtful about the development and deployment of powerful technologies like AI. We take this responsibility seriously.We are an ambitious and committed team of engineers, AI specialists and customer-fa…",48367.11,48367.11,contract,Unknown,https://www.adzuna.co.uk/jobs/details/5015599763?utm_medium=api&utm_source=aa0fe70e
84,AI Researcher,AI Research Intern - Generative AI,Helsing,"London, UK",2025-01-18T10:49:22Z,"Who we areHelsing is a defence AI company. Our mission is to protect our democracies. We aim to achieve technological leadership, so that open societies can continue to make sovereign decisions and control their ethical standards.As democracies, we believe we have a special responsibility to be thoughtful about the development and deployment of powerful technologies like AI. We take this responsibility seriously.We are an ambitious and committed team of engineers, AI specialists and customer-fa…",74647.15,74647.15,contract,Unknown,https://www.adzuna.co.uk/jobs/details/5015599725?utm_medium=api&utm_source=aa0fe70e
85,AI Researcher,AI Research Assistant (PhD),Meta,"London, UK",2024-11-29T10:05:29Z,"Summary: Meta is seeking PhD Students through 4-year fixed term contracts to join our Fundamental AI Research (FAIR) Lab in London. We are committed to advancing the field of artificial intelligence by making fundamental advances in scientific methods and technologies to help interact with and understand our world. In London, we are specifically working on natural language processing, 3D computer vision and reinforcement learning and are looking for individuals passionate in these areas.PhD stu…",37748.43,37748.43,contract,Unknown,https://www.adzuna.co.uk/jobs/details/4955398762?utm_medium=api&utm_source=aa0fe70e
86,AI Researcher,AI Research Assistant (PhD),Meta,"London, UK",2025-02-13T11:06:57Z,"Summary: Meta is seeking a PhD Student to join its Fundamental AI Research (FAIR) team in London. We are committed to advancing the field of artificial intelligence by making fundamental advances in scientific methods and technologies to help interact with and understand our world. For this position we are looking for an individual to work at the intersection of formal verification and machine learning. Our research interest include, for example, proof assistants (e.g., Lean), automatic code an…",38313.82,38313.82,contract,Unknown,https://www.adzuna.co.uk/jobs/details/5048184300?utm_medium=api&utm_source=aa0fe70e
87,AI Researcher,AI Research Assistant (PhD),Meta,"London, UK",2025-02-21T10:20:33Z,"Meta is seeking a PhD Student to join its Fundamental AI Research (FAIR) team in London. We are committed to advancing the field of artificial intelligence by making fundamental advances in scientific methods and technologies to help interact with and understand our world. For this position we are looking for an individual to work at the intersection of formal verification and machine learning. Our research interest include, for example, proof assistants (e.g., Lean), automatic code analysis (e…",35937.83,35937.83,contract,full_time,https://www.adzuna.co.uk/jobs/details/5058830143?utm_medium=api&utm_source=aa0fe70e
88,AI Researcher,AI Research Intern - Acoustics,Helsing,"London, UK",2025-01-18T10:49:23Z,"Who we areHelsing is a defence AI company. Our mission is to protect our democracies. We aim to achieve technological leadership, so that open societies can continue to make sovereign decisions and control their ethical standards.As democracies, we believe we have a special responsibility to be thoughtful about the development and deployment of powerful technologies like AI. We take this responsibility seriously.We are an ambitious and committed team of engineers, AI specialists and customer-fa…",49349.95,49349.95,contract,Unknown,https://www.adzuna.co.uk/jobs/details/5015599748?utm_medium=api&utm_source=aa0fe70e
89,AI Researcher,2025 AI Research Summer Associate,144780-Payments Us,"London, UK",2025-01-02T12:28:50Z,"Description The goal of J.P. Morgan AI Research is to explore and advance cutting-edge research in AI, including ML as well as related fields like Cryptography, to develop and discover principles of impact to J.P. Morgan’s clients and businesses. J.P. Morgan AI Research has assembled a team of experts in many fields of AI. They pursue primary research in areas related to our research pillars as well as concrete problems related to financial services. Conducting AI research in financial services…",48520.77,48520.77,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/4995292613?utm_medium=api&utm_source=aa0fe70e
90,AI Researcher,2025 AI Research Summer Associate,JP Morgan Chase,"London, UK",2024-10-30T12:23:10Z,"The goal of J.P. Morgan AI Research is to explore and advance cutting-edge research in AI, including ML as well as related fields like Cryptography, to develop and discover principles of impact to J.P. Morganclients and businesses. J.P. Morgan AI Research has assembled a team of experts in many fields of AI. They pursue primary research in areas related to our research pillars as well as concrete problems related to financial services. Conducting AI research in financial services offers unique …",51099.1,51099.1,Unknown,Unknown,https://www.adzuna.co.uk/jobs/details/4918535580?utm_medium=api&utm_source=aa0fe70e
91,DevOps Engineer,Junior DevOps Engineer,Sparta Global Limited,"Barbican, Central London",2025-02-26T06:00:01Z,"About Sparta Global Embark on a transformative career journey with Sparta Global, where diversity, innovation, and passion for technology converge. We welcome individuals from all backgrounds, offering not just jobs, but dynamic careers in the tech industry. You'll work alongside enthusiastic professionals, receiving top-tier training and mentorship to hone your skills for success in both public and private sectors. Our commitment to designing impactful careers and coaching future leaders is ev…",24000.0,24000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5063850010?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=AA3FD3F75F78623F3CFABB2F67ABB4B0B714DB6D
92,DevOps Engineer,DevOps Engineer,BAE,"London, UK",2025-01-09T08:48:42Z,"Location(s): London BAE Systems Digital Intelligence is home to 4,500 digital, cyber and intelligence experts. We work collaboratively across 10 countries to collect, connect and understand complex data, so that governments, nation states, armed forces and commercial businesses can unlock digital advantage in the most demanding environments. Are you passionate about working with cutting-edge technology and self-motivated to find innovative solutions to complex challenges as part of a team who h…",53335.09,53335.09,Unknown,part_time,https://www.adzuna.co.uk/jobs/land/ad/5003183562?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=219E9CEE58895DB3E786318C1B2471C8D562847B
93,DevOps Engineer,DevOps Engineer,BAE,"London, UK",2025-01-09T08:48:42Z,"Location(s): London BAE Systems Digital Intelligence is home to 4,500 digital, cyber and intelligence experts. We work collaboratively across 10 countries to collect, connect and understand complex data, so that governments, nation states, armed forces and commercial businesses can unlock digital advantage in the most demanding environments. Are you passionate about working with cutting-edge technology and self-motivated to find innovative solutions to complex challenges as part of a team who h…",47693.56,47693.56,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5003183550?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=D97D1A067426BCE8350AA36E37626DB489E4A0D2
94,DevOps Engineer,DevOps Engineer (DV Clearance),Ernest Gordon Recruitment,"London, UK",2025-02-06T05:40:27Z,"DevOps Engineer (DV Clearance) UK Wide - Remote £75,000 - £90,000  Training  Progression  Company Benefits Are you a DevOps Engineer with developed vetting looking to join on of the worlds most renowned multinational technology businesses where you will be working on some of the world's most TOP SECRET software and defence contracts? Do you want to join an organisation where you are in control of how quickly you progress with access to constant personal and professional development opportunitie…",90000.0,90000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5039521345?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=48631BCF8ED1682E5E0D78D97E639FB7F3B8244F
95,DevOps Engineer,DevOps Engineer,5V Video | Certified B Corp™,"London, UK",2025-02-09T05:09:41Z,"Senior DevOps Engineer London - Hybrid Permanent - Full time Up to £90,000  Annual Bonus Would you like to have the opportunity to integrate into global company teams and support the design, implementation, and operations of backend or frontend products? This opportunity will allow you to work with multiple clients on different projects in the Media & IoT space. You will be an integral part of this consultancies team, and have freedom to work using your own initiative. Senior DevOps Engineer Re…",60240.18,60240.18,permanent,full_time,https://www.adzuna.co.uk/jobs/land/ad/5043555161?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=621916A9338A7FD55C8155F608BF04CA243798B4
96,DevOps Engineer,DevOps Engineer,Oliver Bernard,"London, UK",2025-02-07T04:38:47Z,"Mid DevOps Engineer – Data & AI Platform - GCP, Kubernetes, Ansible, Terraform, Monitoring Oliver Bernard are currently working with a Data and AI focused client of ours, based in London, who are currently growing their DevOps / Cloud function and looking to add an experienced Mid Level DevOps Engineer to their ranks who is keen to develop and progress in their career. This role presents a great opportunity for someone looking for the opportunity to work across the whole DevOps lifecycle, and b…",80023.93,80023.93,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5040563824?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=6FD1C181C913B842ABDD194B317A172EAB7A4E0C
97,DevOps Engineer,DevOps Engineer,Inara,"London, UK",2025-02-12T07:05:19Z,"Role: Senior DevOps Engineer Location: Remote (with occasional monthly collaboration days) Are you An established Senior DevOps with at least 5 years experience building out infrastructure (Terraform, CloudFormation etc) as well as working with one or more modern programming language such as Python, Java, Go, Ruby, TypeScript etc? Experienced working on cloud platform such as AWS, Google Cloud, Azure and have a good understanding of cloud infrastructure? Looking to work for a company working al…",63344.54,63344.54,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5046921520?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=053F52FABD956A85104BECF733C3541D1ABAAF7F
98,DevOps Engineer,DevOps Engineer,Cititec Talent,"London, UK",2025-02-17T03:41:35Z,"Principal Cloud DevOps Engineer | Circa £150k | London | Permanent Industry: Trading Location: London (4 Days in Office, 1 Day Remote) Job Type: Permanent Our commodity trading client is seeking a Cloud Platform DevOps Lead to oversee a skilled DevOps team, focusing on AWS-based data and analytics platforms. You’ll lead on solution architecture, POCs, and IaC automation, collaborating closely with data engineers and data scientists on CI/CD and MLOps. Responsibilities: Lead and mentor the DevOp…",71805.68,71805.68,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5053174613?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=C59EDC9894EEC2BE9AE36E700EE7CB01D58AAD1A
99,DevOps Engineer,DevOps Engineer,TransPerfect,"London, UK",2025-02-20T04:05:56Z,"TransPerfect is an established company with a start-up culture seeking creative entrepreneurial people like you to join our team. We’re seeking a Development Operations Engineer to join our global TechOps Team, to be responsible for ensuring the integrity, reliability and maintenance of our internally developed software products from conception to release. If you’re ready to join a growing company and make an immediate impact, we want to hear from you Responsibilities: As a DevOps Engineer, you…",61225.43,61225.43,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5057139620?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=6C9BBEF3DCAC00ABD40C4CC87B34AD4E1B685452
100,DevOps Engineer,DevOps Engineer,Yoderlay,"London, UK",2025-02-16T03:09:07Z,"About the Company Yoderlay is an emerging tech start-up set to launch in early 2025, specialising in connecting customers with local, trusted tradespeople across services such as plumbing, heating, electrics, and more. Initially releasing primarily in Hertfordshire, Essex and London, Yoderlay aims to revolutionise the way homeowners and landlords access reliable trade services. About the Role We are seeking an experienced DevOps Engineer to lead the development, deployment, and maintenance of Y…",66466.67,66466.67,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5051712694?se=mEl4nBT07xGRJNnNG8lqtQ&utm_medium=api&utm_source=aa0fe70e&v=5888DA7CFD23B92E11118D0959E92561B2CD5663
101,Software Engineer,Software Engineer,NPL,"London, UK",2025-02-21T00:16:55Z,"About the Role Ourworld-leading Time & Frequency departmentare seeking an experienced and practicing Software Engineer. You will be joining our team at an exciting time - we maintain the UKs National Time Scale, UTC (NPL), and are currently developing anew resilient Time Scale facilitythat will underpin our Critical National Infrastructure.This will address the risks associated with our dependency on global navigation satellite systems (such as GPS) that are vulnerable to both natural and inten…",40000.0,40000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5058258573?se=ui6_CzX47xGhVV6S0XA-oA&utm_medium=api&utm_source=aa0fe70e&v=CFA763EA30E283E3BE0A16EF0BDE8FD682E92B19
102,Software Engineer,Principal Software Engineer,myGwork,"London, UK",2025-03-01T09:01:30Z,"This job is with IAG Tech, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About IAG ai IAG.ai is a new growing team within the International Airlines Group (British Airways, Iberia, Vueling, Aer Lingus, IAG Loyalty, IAG Cargo, IAG Tech), with a mission to accelerate time to value and our market position through the use of Artificial Intelligence, working with multiple Operating Companies…",73121.5,73121.5,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5068032193?se=ui6_CzX47xGhVV6S0XA-oA&utm_medium=api&utm_source=aa0fe70e&v=2B18A48FC8DACBFE485DB660AF7B60BE58341968
103,Software Engineer,Software Engineer (BMS),HP4 Recruitment Ltd,"South East London, London",2025-02-11T18:03:44Z,"Junior Software Engineer (BMS) Overview My client, a leading provider of innovative Building and Energy Management Systems (BEMS), is seeking a Junior Software Engineer to join their BMS team. This is an excellent opportunity for an aspiring software engineer to develop their skills and progress within the BMS field while working on a range of large-scale projects in the London area. The Role As a Junior BMS Software Engineer, you will support the development and commissioning of BMS software, …",30000.0,30000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5046317916?se=ui6_CzX47xGhVV6S0XA-oA&utm_medium=api&utm_source=aa0fe70e&v=0DABA2509597881E3C95F525A2CE266F8D5C0EB4
104,Software Engineer,Java Software Engineer,Spectrum It Recruitment Limited,"South East London, London",2025-02-24T13:57:05Z,"An exciting opportunity has arisen for a Java Software Engineer to join a highly reputable company whose software products are used by 1000's of customers across the UK. The company is committed to internal training and career progression, as well as fostering diversity and inclusion within their technology teams. The role offers a hybrid working structure (two days per week in the office on average) and their modern offices are easily accessible via London and surrounding areas. Responsibiliti…",55000.0,55000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5062109243?se=ui6_CzX47xGhVV6S0XA-oA&utm_medium=api&utm_source=aa0fe70e&v=C801392E077DA7E4702DA66FBA2E3D5B2CDA4F96
105,Software Engineer,Lead Software Engineer,Northrop Grumman,"London, UK",2025-02-04T21:25:42Z,"Salary: £61,300.00 - £91,900.00 Define Possible at Northrop Grumman UK At Northrop Grumman UK, our mission is to solve the most complex challenges by shaping the technology and solutions of tomorrow. We call it Defining Possible. This mind-set goes beyond our customer solutions; it's the foundation for your career development and the impact we have within the community. So, what's your possible? Opportunity: This is more than just a job; it's a mission. As a Lead Engineer you play a pivotal rol…",90000.0,90000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5037684138?se=ui6_CzX47xGhVV6S0XA-oA&utm_medium=api&utm_source=aa0fe70e&v=9A281922BC49A725DA525F903A8F7C58CC3AEDCE
106,Software Engineer,Staff Software Engineer,Claremont Consulting,"South East London, London",2025-02-25T18:01:26Z,"Senior Staff Engineer - C# .NET - Node Are you a hands-on engineer with a strategic mindset? My client who are market leaders within data and tech are looking for a Staff Engineer to drive their long-term architectural vision and ensure they are building the right solutions across multiple workstreams. You will play a key role in our architectural vision, multi-stream coordination and hands-on contribution. We're looking for Staff Engineers with: Strong foundation in engineering with proven exp…",100000.0,100000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5063350516?se=ui6_CzX47xGhVV6S0XA-oA&utm_medium=api&utm_source=aa0fe70e&v=25D0EBEE65F738CE8F5AEF24122117A49D11674A
107,Software Engineer,Software Engineer,BAE,"London, UK",2025-01-09T08:48:42Z,"Location(s): London BAE Systems Digital Intelligence is home to 4,500 digital, cyber and intelligence experts. We work collaboratively across 10 countries to collect, connect and understand complex data, so that governments, nation states, armed forces and commercial businesses can unlock digital advantage in the most demanding environments. Are you passionate about working with cutting-edge technology and self-motivated to find innovative solutions to complex challenges as part of a team who h…",48007.06,48007.06,Unknown,part_time,https://www.adzuna.co.uk/jobs/land/ad/5003183557?se=ui6_CzX47xGhVV6S0XA-oA&utm_medium=api&utm_source=aa0fe70e&v=139232ED35035CA8AA26237447D54AF5A0CD3A66
